,gap,plot,Height,Height growth,Diameter,Crown width,gap_type,B_At,B_Pl,B_Sx,B_Ep,B_Fd,x_site_open,trans_tot,x_trans_tot,lai_4_ring,lai_5_ring,ms,ts,wd,gs,sb,fb,sl,rk,df,near_distance,azimuth_T,slope1,slope2,slope5,slope10,twi10,twi5,twi2,twi1,dem1,dem2,dem5,dem10,aspect1,aspect2,aspect5,aspect10,Gap_area
149,220,222,17.02380952,2.095238095,NA,7.833333333,S,NA,NA,NA,NA,15,24.51,6.81,23.24,1.32,1.34,10,5,5,20,5,50,0,0,5,0.84,1.999986292,5.99807,6.57081,8.07353,8.70073,5.45588,5.15381,4.5565,3.87174,955.077,955.201,955.174,955.201,1.64947061,1.993498545,1.993125778,1.998911148,1.268680044
150,220,240,12.5,5.333333333,0.163333333,3.666666667,S,NA,NA,NA,NA,3,45.36,19.15,65.4,0.64,0.63,0,0,20,40,15,15,0,0,10,5.06,0,12.8579,8.08552,8.06039,7.68018,4.36349,3.72844,2.93984,3.08272,957.333,957.427,957.446,957.427,1.596631141,1.843288276,1.996164214,1.993993471,1.268680044
151,220,378,8,2.666666667,NA,3,S,NA,NA,NA,3,12,27.58,11.42,38.99,1.22,1.24,20,5,5,45,5,15,0,0,5,0.49,0.292893219,6.87665,6.85195,5.35537,5.60709,5.91885,5.22038,4.81876,5.59765,961.41,961.443,961.424,961.443,1.976439341,1.969659052,1.998548915,1.997574995,1.268680044
152,220,411,9.416666667,1.966666667,NA,4.75,S,NA,NA,NA,NA,12,44,17.81,60.83,0.71,0.67,40,0,15,5,5,20,5,0,10,2.04,1.178802215,5.55937,6.63258,7.6519,7.60544,4.73526,4.08726,5.76295,5.06591,957.908,957.933,957.762,957.933,1.953506786,1.993160464,1.999929845,1.997642545,1.268680044
153,220,479,20,3,0.19,5,S,NA,NA,NA,NA,3,46.84,19.86,67.82,0.57,0.59,5,0,15,25,5,20,0,0,30,1.57,0.211237662,8.03642,8.983,6.79535,7.4253,6.88415,7.02049,4.60045,4.78205,956.897,957.052,956.748,957.052,1.959035088,1.973442027,1.996451848,1.997998132,1.268680044
154,223,371,10.25,1.75,NA,3.25,S,NA,NA,NA,NA,12,26.65,9.53,32.54,1.23,1.29,35,0,20,5,5,15,0,0,20,1.05,0.051289392,10.4165,7.28343,5.88409,5.94921,6.97678,4.15513,6.92377,3.53937,959.83,959.861,959.64,959.861,1.976845858,1.941754967,1.960116249,1.935308855,0.149951707
155,225,188,15.9375,1.5625,NA,7,S,NA,NA,NA,NA,NA,51.88,20.1,68.66,0.43,0.46,0,0,10,40,10,35,0,0,5,0.13,0.700959208,7.66844,7.44942,7.3865,7.82477,6.50956,6.3201,4.35746,3.50691,956.373,956.467,956.21,956.467,1.71305102,1.927171432,1.959694019,1.968712809,0.125146689
156,225,370,12,1.5,0.24,7.5,S,NA,NA,NA,NA,15,34.08,9.75,33.28,0.96,0.95,35,0,5,15,5,25,0,0,15,1.73,0.723859367,9.5056,9.87728,8.49374,8.5175,7.69567,8.04365,5.39979,5.95664,955.758,955.794,955.992,955.794,1.926705819,1.987807394,1.927178624,1.96347544,0.125146689
157,227,585,6.5,2,0.12,NA,S,NA,NA,NA,NA,6,31.82,15.01,51.26,1.05,1.1,0,0,5,45,10,25,0,0,15,2.06,0.025122046,4.18941,2.00946,4.91365,4.09554,4.33029,9.39536,3.26284,2.2338,963.012,963.055,962.88,963.055,1.956995542,1.997025387,1.998257844,1.995062242,0.120562413
158,228,399,35.5,4,0.533333333,13.33333333,S,NA,NA,NA,NA,15,24.63,9.8,33.47,1.48,1.45,0,5,10,15,40,15,0,0,15,1.8,1.33840947,3.7637,2.34658,2.67362,2.54249,4.4588,5.98057,11.1917,9.60653,964.118,964.12,964.067,964.12,1.948478606,1.982861105,1.974271819,1.935936663,0.382949552
159,229,565,7,1.5,NA,0.5,S,NA,NA,NA,NA,12,32.12,13.83,47.22,1.02,1.07,5,0,5,25,5,50,0,0,10,0.73,0.086170809,5.34188,4.03633,3.0357,3.30565,10.2787,7.07301,6.01314,5.26122,964.313,964.37,964.403,964.37,0.937444637,1.585201127,1.956130579,1.973993765,0.59194085
160,230,276,19.7,4.8,0.332,5.4,S,NA,NA,NA,NA,3,51.19,17.99,61.44,0.43,0.49,5,0,20,30,10,25,0,0,10,1.98,1.98182646,7.15554,8.07857,7.74233,8.19719,4.39143,3.6724,4.06189,5.19187,957.134,957.174,957.11,957.174,1.997024566,1.916019311,1.962748872,1.976338675,0.192008555
161,231,567,13.72222222,3.611111111,NA,7.166666667,S,3,NA,NA,NA,3,36.39,15.09,51.55,0.95,0.92,0,0,0,40,5,50,0,0,5,0.65,1.554699216,10.8208,8.71507,8.3311,8.83848,5.04623,4.04764,4.3241,3.63612,956.384,956.452,956.329,956.452,1.834870921,1.90015615,1.931670304,1.940855936,0.114344297
162,232,166,15.05555556,4.722222222,NA,6,S,NA,NA,NA,3,NA,37.59,12.48,42.61,0.88,0.82,10,0,5,45,5,30,0,0,5,0.99,1.957822495,0.463381,5.58039,6.0312,6.97266,8.25883,7.83821,4.12494,4.25957,959.973,960.102,960.071,960.102,1.940129407,1.989632595,1.904997898,1.899192293,0.305597208
163,232,559,12.83333333,2.333333333,0.356666667,3.5,S,NA,NA,NA,NA,9,35.7,15.9,54.28,0.93,0.9,0,0,10,45,5,30,0,0,10,0.56,0.292893219,5.79868,7.6448,7.30801,7.37711,5.57983,4.69052,4.77482,3.03098,960.375,960.409,960.176,960.409,1.957706562,1.971039699,1.863953301,1.924635131,0.305597208
164,235,340,14.5,1,0.273333333,4.333333333,S,NA,NA,NA,NA,9,24.5,12.24,41.8,1.34,1.33,10,0,5,60,5,15,0,0,5,0.22,0.459172326,15.5165,5.95188,2.76883,2.23984,13.2782,3.84745,4.23105,3.00658,964.13,964.279,964.03,964.279,1.428809,1.468770244,1.998083304,1.907451428,0.106767029
165,236,509,9,3.25,0.13,2,S,NA,NA,NA,NA,3,20.01,8.62,29.43,1.73,1.86,0,0,15,40,10,10,5,0,20,0.5,0.514274746,4.59783,4.22157,3.21626,4.25959,6.24077,5.77488,8.26649,4.79572,966.436,966.528,966.383,966.528,1.968230616,1.988019197,1.969680381,1.992973297,0.336801798
166,237,501,40,5,1.01,20.5,S,NA,NA,NA,NA,6,19.86,8.17,27.9,1.65,1.65,10,0,20,50,0,15,0,0,5,1.44,0.839946527,3.54919,2.31894,2.50149,3.03083,4.09066,3.9158,4.25955,4.22831,960.92,960.916,960.981,960.916,0.964101056,0.948840563,1.209775563,1.473270468,0.193708431
167,31,504,47.2,3.3,NA,26.2,S,NA,NA,NA,NA,12,29,11.88,40.57,1.12,1.21,40,0,5,10,5,40,0,0,0,1.89,1.554699216,4.96126,6.55407,6.03508,5.54684,4.65303,3.24554,4.54201,3.41721,912.376,912.336,912.516,912.336,0.473607991,0.271234514,0.259324378,0.230009898,0.628464811
168,35,390,24,1,0.4,8,S,NA,NA,NA,NA,21,18.74,9.46,32.31,1.61,1.78,75,0,5,20,0,0,0,0,0,0.72,0.530990812,11.4638,11.2631,10.8869,11.0838,9.67946,7.44582,3.72429,3.44461,893.339,893.303,893.565,893.303,0.543259144,0.443936461,0.688610304,0.673243929,0.122906358
169,41,600,17,2.5,0.23,4,S,NA,NA,NA,NA,12,43.98,18.41,62.88,0.47,0.71,30,0,15,20,5,10,10,5,5,2.17,1,15.1904,14.4531,16.1843,15.9526,5.72055,3.27043,3.56632,3.16506,837.628,837.407,838.157,837.407,0.000823919,0.001345913,0.031455915,0.044222382,0.400437975
170,48,438,12.91666667,1.1,NA,5.3,S,NA,NA,NA,NA,6,33.01,14.96,51.08,0.85,1.03,0,0,5,50,25,0,5,5,10,2.27,1.008202955,16.5405,15.4313,18.1541,21.2594,8.91578,5.09635,4.83115,5.65194,789.25,789.077,789.111,789.077,0.105353967,0.087244233,0.060176122,0.035530138,0.670297518
171,5,78,13.4,NA,0.275,7,S,NA,NA,NA,NA,6,43.35,16.98,57.98,0.61,0.72,5,0,5,5,5,25,0,0,55,3.52,1.89438856,14.7943,13.7044,14.9887,14.4282,6.12985,4.32787,4.13963,3.65398,877.198,877.272,877.383,877.272,1.035422772,0.929164099,0.652033296,0.623242157,1.976333276
172,5,93,55.08333333,1.5,0.893333333,17.33333333,S,NA,NA,NA,NA,15,27.06,12.3,41.99,1.29,1.29,10,0,30,20,10,15,0,0,15,2.01,1.254433163,11.7201,12.5235,12.4648,11.9935,5.46777,5.25606,8.96102,5.29747,874.267,874.219,874.515,874.219,1.217223365,1.096627505,1.01059395,0.881232099,1.976333276
173,5,163,17.25,0.5,0.23,5,S,NA,NA,NA,NA,27,45.22,16.42,56.07,0.53,0.65,60,0,10,0,10,10,0,0,10,0.13,1.992288732,10.0371,9.44701,11.2952,11.1145,8.32942,5.55165,5.96401,5.78027,879.832,879.863,879.781,879.863,0.767097746,0.929982367,1.163257086,0.923089553,1.976333276
174,5,221,12,1,0.18,NA,S,NA,NA,NA,NA,24,32.49,10.59,36.17,0.89,1.01,0,0,20,35,10,15,0,10,10,0.12,0.601891257,22.6607,23.1787,19.8028,17.389,4.16597,3.95905,3.61897,4.16479,899.01,898.823,898.965,898.823,0.311860678,0.209150175,0.208360397,0.276237495,1.976333276
175,5,333,7.5,1.5,NA,NA,S,NA,NA,NA,NA,NA,49.69,18.29,62.46,0.36,0.53,0,0,5,40,15,20,10,0,10,0.46,0.013257345,16.5335,13.4709,12.9211,11.2439,7.07074,7.85374,10.0071,10.3701,874.225,874.213,874.021,874.213,0.584639832,0.744706113,0.696482423,0.742293793,1.976333276
176,5,415,17.2,1.8,NA,6,S,NA,NA,NA,NA,12,26.22,9.74,33.26,1.26,1.26,45,0,0,30,5,15,0,0,5,2.34,1.573433459,10.2309,11.5459,12.7874,12.3088,6.66971,6.12665,8.67741,2.85349,875.329,875.361,875.586,875.361,0.593359025,0.873298948,0.751496072,0.897190102,1.976333276
177,52,232,49,2.5,0.7,24,S,NA,NA,NA,NA,12,23.42,8.47,28.92,1.31,1.53,0,0,0,80,5,15,0,0,0,2,0.096664707,9.87263,11.243,12.2173,12.5257,10.9235,11.9266,3.22161,3.61499,791.358,791.22,791.415,791.22,0.01083758,0.006308186,0.013325412,0.002931202,0.307941441
178,52,579,31,2.833333333,0.416666667,15.66666667,S,NA,NA,NA,NA,18,69.6,26.73,91.29,0,0.1,5,0,25,60,5,0,0,0,5,0.29,2,10.3277,10.8166,12.0825,12.5257,5.7185,3.56485,2.06488,3.67952,792.16,792.1,792.173,792.1,0.068530844,0.043909821,0.021469427,0.002931202,0.307941441
179,54,44,21,4,0.31,3,S,NA,NA,NA,NA,21,30.08,10.34,35.3,1.13,1.13,5,0,5,15,25,10,30,5,5,0.51,0.323638088,28.4831,28.1204,27.5898,26.3904,10.2257,8.67195,3.29118,3.61405,784.223,784.023,783.899,784.023,0.426895456,0.36252222,0.374948057,0.351547877,0.121725626
180,55,119,13,1,0.29,5,S,NA,NA,NA,NA,27,34.77,16.5,56.36,0.74,1.07,60,0,15,15,0,0,0,0,10,1.13,1.913829191,28.7661,30.0876,31.1623,29.1129,4.96572,4.36627,6.39815,3.11094,782.272,781.856,783.016,781.856,0.234943711,0.22630352,0.214823557,0.190306463,0.19292079
181,57,11,19,6.5,0.42,10.5,S,NA,NA,NA,NA,15,32.01,13.48,46.05,0.96,1,20,0,30,20,5,5,10,5,5,2.25,0.008853845,29.9397,25.0652,22.8688,18.0477,3.63854,2.94799,3.69753,4.10836,778.156,778.075,777.839,778.075,1.331321421,1.169762318,1.176672466,1.099180813,1.632008544
182,57,24,14,2.566666667,NA,4.666666667,S,NA,NA,NA,NA,9,27.4,11.96,40.83,1.22,1.18,0,0,35,5,10,5,0,0,45,3.44,0.139346831,13.0408,9.62772,8.43518,7.45481,5.65428,5.34371,2.31353,2.79809,783.823,783.808,783.431,783.808,1.400109116,1.036137898,1.486747082,1.261683861,1.632008544
183,57,55,15.75,2.083333333,NA,4.333333333,S,NA,NA,NA,NA,27,34.37,16.77,57.28,0.91,0.98,55,0,15,10,0,5,0,0,15,0.48,1.928485827,17.1207,17.3668,16.9356,17.8236,6.47689,6.84841,3.11952,4.16247,776.117,776.192,775.789,776.192,0.868314531,0.97043843,0.983873857,1.036277433,1.632008544
184,57,134,87.2,NA,NA,NA,S,NA,NA,NA,NA,NA,50.13,21.44,73.22,0.35,0.51,0,0,30,20,20,5,15,0,10,3.17,0.757400769,13.6859,12.4772,12.0957,11.816,3.91012,3.63761,3.63765,3.291,773.976,773.835,774.299,773.835,0.152099918,0.105978655,0.068727826,0.061621534,1.632008544
185,57,357,13.25,2.35,0.205,4.25,S,NA,NA,NA,NA,24,39.88,18.5,63.17,0.79,0.8,40,0,20,5,0,5,0,0,30,1.74,1.554699216,10.7919,12.9692,13.7055,11.6961,9.83947,5.47283,5.95235,5.45048,774.916,774.957,775.064,774.957,0.722584736,0.837311172,0.8875078,0.850827065,1.632008544
186,57,372,16.5,6.75,0.225,5,S,NA,NA,NA,NA,6,38.12,13.54,46.24,0.76,0.83,0,0,45,30,10,10,0,0,5,4.9,0.365134629,17.6242,16.0827,14.869,13.488,6.97192,7.5488,4.39823,4.83557,777.296,777.214,777.431,777.214,0.05716059,0.068759623,0.014299472,0.003068988,1.632008544
187,57,374,15,3,0.28,6.5,S,NA,NA,NA,NA,18,34.67,15.18,51.84,1.03,0.92,0,0,10,15,0,15,0,0,60,0.03,1.554699216,14.925,14.7497,13.7055,11.6961,8.67617,6.52391,8.63604,11.1623,775.191,775.232,775.064,775.232,0.792105381,0.902938213,0.8875078,0.850827065,1.632008544
188,57,510,7,1,0.19,3,S,NA,NA,NA,NA,6,29.98,11.77,40.21,1.06,1.37,0,0,20,55,5,5,15,0,0,4.45,1.74384513,13.3677,12.3182,12.6985,13.9458,7.49166,7.89432,3.95168,3.16494,783.051,782.893,782.984,782.893,0.04122489,0.117914241,0.141326216,0.160323259,1.632008544
189,57,538,11,1,0.14,3,S,3,NA,NA,NA,21,34.77,15.43,52.69,0.83,1.01,40,0,10,5,10,25,0,0,10,0.81,0.256738401,8.17175,7.91694,5.90726,6.03341,3.82266,6.48497,2.08626,1.22133,789.607,789.654,789.618,789.654,1.040707281,1.224304778,1.194046018,1.141799691,1.632008544
190,57,590,11.83333333,3.503333333,0.686666667,2.333333333,S,NA,NA,NA,NA,21,32.07,13.7,46.8,0.83,1.07,0,0,55,5,5,15,0,0,20,2.84,1.407374319,13.4611,11.5944,9.76102,9.1253,9.35204,3.58708,4.4323,2.29305,775.061,774.946,775.209,774.946,0.569142367,0.765570435,0.59830794,0.359380896,1.632008544
191,61,23,10,2,0.09,NA,S,NA,NA,NA,NA,9,32.48,12.65,43.19,0.87,1.1,0,0,10,55,20,10,0,0,5,3.32,0.934771031,2.90451,5.12525,5.832,7.28599,4.43947,3.80133,4.31216,3.58789,794.098,794.098,794.055,794.098,0.47280689,0.543072837,0.567772597,0.683705157,0.415458982
192,63,293,12,1,0.16,NA,S,NA,NA,NA,NA,12,26.34,9.64,32.92,1.21,1.29,40,5,15,5,5,20,0,0,10,0.71,1.640243781,8.32607,8.54914,9.89199,10.0555,6.68229,8.88265,9.14918,7.24399,747.66,747.61,747.63,747.61,0.142688907,0.082508975,0.130358553,0.144590537,0.1516
193,65,225,11,2,0.1,3,S,NA,NA,NA,NA,36,34.28,15.99,54.62,0.91,0.95,30,5,25,30,5,5,0,0,0,0.14,1.39394191,3.76456,2.63375,3.41435,3.87435,5.12464,4.43168,3.64679,4.03909,788.684,788.644,788.655,788.644,0.016068185,3.06E-05,0.03286081,0.01537768,0.595399181
194,70,7,26.625,1.25,0.49,11.125,S,NA,NA,NA,NA,30,34.03,14.25,48.67,0.98,1.22,65,0,0,30,0,5,0,0,0,0.68,0.000261366,4.12813,5.79269,8.18119,8.14233,7.0683,5.75658,5.94059,5.16795,749.166,749.242,749.032,749.242,1.207546338,1.889352542,1.90763467,1.86559486,0.171402947
195,70,148,11.65,1.25,0.15,2.95,S,NA,NA,NA,NA,15,28.45,12.87,43.95,1.2,1.31,5,0,50,15,10,0,5,0,15,0.58,1.707106781,2.45813,1.80715,2.12037,2.2061,4.32251,3.44259,3.497,3.38748,745.518,745.513,745.505,745.513,0.251067409,1.880237283,1.996901868,1.883427289,0.171402947
196,70,305,84.5,6,0.88,25.5,S,NA,NA,NA,NA,21,35.99,12.91,44.09,0.75,1.01,30,0,15,35,15,5,0,0,0,3.1,1.241244442,10.3152,8.62984,7.31515,4.74334,6.1501,5.92181,4.29134,3.91755,745.971,746.12,746.017,746.12,1.767510978,1.691963014,1.910773044,1.893072407,0.171402947
197,70,592,13.16666667,1.5,0.243333333,2.666666667,S,NA,NA,NA,NA,9,33.39,14.95,51.07,1.01,1.08,35,0,0,50,0,15,0,0,0,0.1,1.707106781,12.4568,7.57444,10.09,9.91551,5.10604,6.02444,5.67873,4.38403,747.87,747.987,747.788,747.987,1.899285441,1.722202215,1.94188989,1.919719437,0.171402947
198,75,233,14,1,0.235,7.625,S,NA,NA,18,NA,NA,46.93,18.03,61.56,0.51,0.58,65,0,15,5,0,0,0,0,15,0.78,0.023817454,3.4457,3.69798,2.09915,2.17989,8.24498,5.43027,5.5521,2.69299,960.833,960.817,960.782,960.817,0.824186539,0.376106763,0.23421365,0.536719432,0.253689311
199,75,473,25,1.75,NA,6,S,NA,NA,NA,NA,3,28.52,13.74,46.92,1.12,1.23,0,0,10,5,0,0,0,0,85,0.09,0.445300784,2.84476,0.819593,2.15908,1.96404,9.9869,5.38232,5.89769,2.78154,959.732,959.671,959.691,959.671,1.457796332,0.053762104,0.701125759,0.738450902,0.253689311
200,76,47,45,4.5,0.675,14.5,S,3,3,NA,NA,15,19.56,6.7,22.9,1.89,1.85,10,5,10,40,10,20,0,0,5,0,0,4.00152,2.58222,2.5497,2.40676,4.30343,3.57608,2.52799,1.71731,957.727,957.684,957.751,957.684,0.175389716,0.016564284,0.029907286,0.043298108,1.232023521
201,76,61,20.19,1.541666667,NA,8.916666667,S,NA,NA,3,NA,6,31.87,15.43,52.71,0.95,1.38,0,0,15,30,30,20,0,0,5,1.27,1.70463421,0.128256,1.51249,2.62922,2.21301,12.533,5.96139,5.83899,5.92503,957.378,957.383,957.422,957.383,0.000636891,0.381317327,0.128306803,0.042796604,1.232023521
202,76,123,39.87804878,3.975609756,NA,14.15853659,S,NA,NA,9,NA,NA,28.38,12.47,42.59,1.14,1.34,0,0,0,60,5,30,0,0,5,0.87,0.660769482,3.90389,1.73889,2.20394,2.22415,7.78879,4.13127,3.02221,4.98894,957.998,958.037,958.036,958.037,1.249565463,0.535590695,0.028368267,0.00615257,1.232023521
203,76,136,9,1,0.08,2,S,NA,NA,3,NA,24,26.32,13.24,45.22,1.31,1.46,55,0,15,5,5,15,0,0,5,0.06,0.803882709,3.8071,0.926165,0.855629,0.712451,4.61366,3.90307,3.96669,2.77605,958.89,958.889,958.93,958.889,0.060331259,0.582354929,1.792338626,1.167697952,1.232023521
204,76,172,35,3.5,0.56,12,S,NA,NA,9,NA,NA,22.67,9.72,33.19,1.53,1.62,10,10,15,25,10,25,0,0,5,0.11,0.292893219,0.601581,1.02413,1.23186,1.08354,10.1829,6.00786,4.69671,2.86039,958.638,958.682,958.662,958.682,1.993021194,0.51986836,0.493499645,0.173646071,1.232023521
205,76,252,108.6666667,1,0.6,6,S,NA,NA,3,6,NA,14.52,6.81,23.25,2.59,2.33,5,5,25,25,15,20,0,0,5,2.97,0.504692944,4.44934,3.14733,1.75811,1.35405,5.1757,5.39354,5.55062,4.92133,958.712,958.677,958.71,958.677,0.06616337,0.076300905,0.220968345,0.184356899,1.232023521
206,76,269,46.11111111,2.5,0.641111111,8.833333333,S,3,3,NA,NA,NA,18.72,7.96,27.17,2.07,2.1,0,0,10,30,25,30,0,0,5,4.52,1.473012149,2.26736,0.719554,1.33567,1.58229,7.57549,5.4579,10.3386,5.2755,958.346,958.348,958.319,958.348,1.890013951,1.058853381,0.019017734,0.015113549,1.232023521
207,76,327,59.66666667,2.5,0.554444444,11.83333333,S,NA,NA,NA,NA,NA,16.66,7.39,25.25,1.89,1.83,10,5,10,25,20,25,0,0,5,1.15,1.988964208,1.36038,0.568074,1.23186,1.08354,4.89129,5.73352,4.46653,4.6081,958.656,958.659,958.662,958.659,1.009534589,0.500393041,0.493499645,0.173646071,1.232023521
208,76,359,33.44444444,3.166666667,NA,10.55882353,S,NA,NA,3,NA,NA,21.51,8.82,30.14,1.55,1.64,15,5,20,15,15,20,0,0,10,1.65,0.009134103,4.39887,3.71287,2.38753,2.18067,9.46658,8.08552,5.27448,8.66871,957.529,957.517,957.548,957.517,0.137830977,0.053435141,0.004022801,0.04462363,1.232023521
209,76,441,67.66666667,NA,0.473333333,NA,S,NA,NA,24,NA,NA,15.58,6.26,21.38,2.17,2.47,30,5,15,10,10,10,0,0,20,0.64,1,3.11096,1.86866,0.998835,0.434903,8.54406,6.28545,2.83321,2.08942,958.891,958.884,958.924,958.884,0.063419527,0.005628721,0.928046457,1.528562795,1.232023521
210,76,476,16,1,0.21,8,S,NA,NA,NA,6,30,22.96,11.49,39.25,1.43,1.66,15,5,10,15,10,15,0,0,30,0.34,1.316145824,3.46527,2.56175,2.05094,1.87635,5.63831,4.92566,5.09265,3.36222,955.67,955.662,955.744,955.662,0.023118309,0.018536358,4.20E-06,2.90E-05,1.232023521
211,76,512,32.14285714,2.928571429,NA,12.14285714,S,6,NA,9,NA,3,15.58,6.26,21.38,2.17,2.47,5,0,25,15,20,15,15,0,5,0.71,0.248160193,4.32863,2.43888,1.39016,1.05871,6.74135,7.32314,6.6104,5.74397,958.722,958.727,958.723,958.727,0.161205879,0.057463424,0.00543986,0.003291488,1.232023521
212,76,547,114,3,1.39,37,S,NA,NA,NA,NA,12,21.25,6.22,21.24,1.51,2.06,0,0,20,40,20,10,5,0,5,2.61,0.343282613,5.00959,3.10099,3.03857,3.29671,6.48221,6.80851,5.99927,4.43841,955.389,955.366,955.288,955.366,0.506255428,0.143814063,0.043613636,0.008252583,1.232023521
213,8,81,21,2,0.34,12,S,NA,NA,NA,NA,15,36.32,11.32,38.67,0.95,0.9,55,0,5,10,0,20,0,0,10,3.01,0.439505538,43.0677,55.8471,15.6447,25.3846,7.90235,6.51753,5.70816,2.9222,871.597,872.374,870.864,872.374,1.994160385,1.999435068,1.92529579,1.949288382,0.778927778
214,8,127,11,1,0.2,2,S,NA,NA,NA,NA,9,38.95,16.21,55.35,0.71,0.8,5,0,30,10,5,5,0,0,45,2.6,0.895992281,13.5445,12.782,13.3114,13.9289,4.75418,4.74608,4.56935,4.44907,881.159,881.019,881.24,881.019,0.537369184,0.624260918,0.789084641,1.056849614,0.778927778
215,8,389,14,1,0.24,6,S,NA,NA,NA,NA,6,41.68,17.7,60.45,0.48,0.87,45,0,5,5,20,20,0,0,5,3.3,1.804893797,70.8764,66.3259,65.1425,40.8899,9.66776,9.66284,5.62744,3.78655,868.762,869.203,867.148,869.203,1.981730277,1.972889015,1.966631406,1.927321093,0.778927778
216,88,266,23,4,0.26,11.5,S,NA,NA,NA,3,NA,49.43,18.68,63.79,0.44,0.6,0,0,10,5,5,10,0,0,70,0.62,0.073602753,7.06417,6.4658,5.32404,5.95609,3.89002,3.13664,2.49003,2.42367,939.611,939.613,939.8,939.613,0.550275649,0.771683114,0.295105766,0.45424899,0.273943248
217,88,375,9.492307692,1.280769231,NA,2.715384615,S,NA,NA,NA,NA,9,29.08,9.27,31.65,1.23,1.15,55,0,0,10,10,20,0,0,5,0.49,1.980580445,6.2327,7.73555,10.1927,7.90318,6.12848,9.55061,4.68368,4.06119,940.91,940.888,940.662,940.888,0.729601186,0.474602598,1.169373585,0.771836048,0.273943248
218,9,223,84,3,1.8,42,S,NA,NA,NA,NA,3,38.93,17.33,59.18,0.71,0.78,50,0,10,20,5,10,0,0,5,0.91,1.707106781,12.5021,12.1556,11.2526,12.0216,11.4392,5.16981,3.93221,2.59818,842.199,842.276,842.201,842.276,1.369503498,1.23156114,1.095307177,0.870096777,0.127359931
219,90,114,76.66666667,NA,0.776666667,NA,S,NA,NA,NA,3,3,55.69,16.79,57.36,0.45,0.45,20,0,10,10,5,25,0,0,30,0.09,0.552709152,4.1701,2.60463,1.55302,1.75378,5.37557,5.25417,7.35554,5.10566,951.219,951.276,951.22,951.276,1.631742522,1.525052833,0.547845479,0.393567418,0.502419057
220,95,560,7,2,0.15,NA,S,NA,NA,NA,NA,18,34.12,13.4,45.75,1.07,0.96,5,0,5,30,10,25,0,0,25,0.37,0.152044405,6.7482,6.19694,6.87977,6.41207,5.7105,6.75775,3.5531,2.94841,944.536,944.514,944.702,944.514,0.426680936,0.260204479,0.180827935,0.163082811,0.478779171
221,98,236,14.1,1.85,NA,9.95,S,NA,NA,NA,NA,24,31.96,11.27,38.49,0.94,1.11,25,0,5,55,0,5,10,0,0,0.15,0.552709152,34.3491,38.5427,38.0222,38.7453,6.28199,3.73659,3.94794,3.86797,848.842,848.457,848.614,848.457,0.043736076,0.058458875,0.084547992,0.044949007,1.088746057
222,98,361,16,1,0.33,7,S,NA,NA,NA,NA,6,27.67,10.8,36.87,1.22,1.28,0,0,15,10,5,10,10,30,20,3.82,0.867916612,40.7801,42.9325,40.7199,38.0291,6.89133,6.55043,2.1589,2.63178,857.94,857.289,858.543,857.289,0.047620164,0.036057705,0.029359036,0.024515363,1.088746057
223,98,400,10.33333333,2.333333333,0.243333333,7.333333333,S,NA,NA,NA,NA,6,29.95,11.91,40.68,1.03,1.31,25,0,5,35,5,15,5,0,10,1.88,1.929969108,34.7748,31.9138,35.1438,32.8031,7.0012,4.69333,3.72858,4.33253,848.318,847.877,848.814,847.877,0.026393206,0.022510399,0.039380727,0.050038852,1.088746057
224,98,403,44,3,0.74,13,S,NA,NA,NA,NA,NA,34.12,11.71,40,0.91,0.95,0,0,0,75,5,20,0,0,0,1.89,1.419135183,46.8152,42.3706,42.0012,22.6856,7.34411,6.63282,3.86542,3.23822,854.953,854.881,856.039,854.881,0.575753162,0.510358822,0.469962331,0.067228795,1.088746057
225,98,416,27,3,0.05,16,S,NA,NA,NA,NA,6,30.21,9.29,31.74,1.13,1.27,25,0,0,70,0,5,0,0,0,2.8,1.694407231,39.0329,39.8549,39.1185,37.9856,4.64537,3.97109,3.13618,2.11078,851.033,850.415,851.396,850.415,0.000160015,0.000135437,0.002075381,0.017640872,1.088746057
226,105,107,99.15384615,4.571428571,NA,19.92857143,N,NA,NA,12,NA,NA,17.29,7.77,26.53,1.94,1.87,40,0,5,30,5,15,0,0,5,0.62,1.058783688,6.12308,3.2765,3.83744,4.03984,4.33094,3.64943,3.38193,4.31991,897.676,897.652,897.744,897.652,0.000454757,0.048330523,0.341284276,0.425437494,1.131988392
227,105,196,12.9,2.1,0.18,4.1,N,9,NA,9,NA,6,20.11,8.73,29.8,1.69,1.67,5,0,5,30,5,40,0,0,15,0.08,0.8895718,2.28219,2.22157,1.71074,1.55798,5.28965,3.57291,2.75301,3.2468,898.877,898.853,898.9,898.853,0.017487803,0.434730615,0.394192103,0.256096548,1.131988392
228,105,267,21,2.5,0.38,7,N,12,NA,12,NA,NA,21.14,8.95,30.56,1.47,1.6,5,0,5,45,10,5,0,0,30,1.88,1.928291252,19.9142,19.1107,13.9974,8.28624,6.33428,3.48907,2.379,2.91072,898.822,899.104,898.858,899.104,1.675307064,1.566636354,1.794107098,1.872828399,1.131988392
229,105,418,26.1,3.05,0.45,10.1,N,NA,NA,NA,NA,9,36.33,14.65,50.04,0.8,0.87,5,0,10,45,15,5,0,0,20,3.32,1.788010754,21.4466,18.2493,11.2185,10.4017,9.6115,5.96944,2.90604,2.06268,903.568,903.524,903.673,903.524,1.251081179,1.003658202,0.956924644,0.775389079,1.131988392
