"","OBJECTID","gap_number","plot_id","Fd","ZONAL_UNIT","SS1","SS1_","SS2","SS2_","SS3","SS3_","SS_name","SI"
"428",524,206,"206_ 524",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"429",525,115,"115_ 525",0,"IDFdk3",5,0.5,1,0.4,8,0.1,"Fd - Feathermoss - Step moss",15
"430",526,185,"185_ 526",0,"IDFdk3",1,0.6,8,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"431",527,84,"84_ 527",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"432",528,155,"155_ 528",0,"IDFdk3",5,0.7,8,0.2,1,0.1,"Fd - Feathermoss - Step moss",15
"433",529,201,"201_ 529",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"434",530,202,"202_ 530",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"435",531,13,"13_ 531",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"436",534,134,"134_ 534",10000,"IDFdk3",1,0.9,4,0.1,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"437",535,26,"26_ 535",1000,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"438",536,194,"194_ 536",3000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"439",539,88,"88_ 539",5000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"440",540,81,"81_ 540",1000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"441",541,17,"17_ 541",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"442",542,237,"237_ 542",1000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"443",543,161,"161_ 543",11000,"IDFdk3",8,1,NA,NA,NA,NA,"SxwFd - Prickly rose - Sarsaparilla",21.9
"444",544,150,"150_ 544",25000,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"445",545,155,"155_ 545",0,"IDFdk3",8,0.8,1,0.2,NA,NA,"SxwFd - Prickly rose - Sarsaparilla",21.9
"446",546,145,"145_ 546",1000,"IDFdk3",1,0.9,4,0.1,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"447",547,76,"76_ 547",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"448",548,206,"206_ 548",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"449",550,88,"88_ 550",2000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"450",552,196,"196_ 552",11000,"IDFdk3",1,0.8,8,0.2,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"451",553,216,"216_ 553",5000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"452",554,156,"156_ 554",0,"IDFdk3",8,0.8,1,0.2,NA,NA,"SxwFd - Prickly rose - Sarsaparilla",21.9
"453",555,179,"179_ 555",1000,"IDFdk3",7,0.8,5,0.1,8,0.1,"SxwFd - Prickly rose - Sedge",20.2
"454",556,124,"124_ 556",3000,"IDFdk3",5,0.7,8,0.2,1,0.1,"Fd - Feathermoss - Step moss",15
"455",557,189,"189_ 557",1000,"IDFdk3",1,0.8,8,0.2,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"456",559,232,"232_ 559",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"457",560,95,"95_ 560",1000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"458",561,75,"75_ 561",1000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"459",562,5,"5_ 562",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"460",564,115,"115_ 564",0,"IDFdk3",1,0.8,8,0.2,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"461",565,229,"229_ 565",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"462",566,151,"151_ 566",0,"IDFdk3",8,0.5,4,0.3,5,0.2,"SxwFd - Prickly rose - Sarsaparilla",21.9
"463",567,231,"231_ 567",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"464",570,105,"105_ 570",2000,"IDFdk3",8,0.6,7,0.2,1,0.2,"SxwFd - Prickly rose - Sarsaparilla",21.9
"465",571,123,"123_ 571",10000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"466",572,105,"105_ 572",0,"IDFdk3",8,0.6,7,0.2,1,0.2,"SxwFd - Prickly rose - Sarsaparilla",21.9
"467",573,213,"213_ 573",22000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"468",575,196,"196_ 575",0,"IDFdk3",8,1,NA,NA,NA,NA,"SxwFd - Prickly rose - Sarsaparilla",21.9
"469",576,133,"133_ 576",1000,"IDFdk3",1,0.9,4,0.1,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"470",577,185,"185_ 577",1000,"IDFdk3",1,0.8,8,0.2,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"471",578,6,"6_ 578",33000,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"472",580,4,"4_ 580",9000,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"473",581,17,"17_ 581",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"474",582,172,"172_ 582",0,"IDFdk3",9,1,NA,NA,NA,NA,"Sxw - Horsetail - Glow moss",NA
"475",583,199,"199_ 583",1000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"476",584,205,"205_ 584",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"477",585,227,"227_ 585",3000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"478",586,216,"216_ 586",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"479",588,205,"205_ 588",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"480",589,217,"217_ 589",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"481",591,6,"6_ 591",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"482",595,5,"5_ 595",1000,"IDFdk3",8,0.6,1,0.3,4,0.1,"SxwFd - Prickly rose - Sarsaparilla",21.9
"483",597,31,"31_ 597",1000,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"484",599,237,"237_ 599",1000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
