"","OBJECTID","gap_number","plot_id","Fd","ZONAL_UNIT","SS1","SS1_","SS2","SS2_","SS3","SS3_","SS_name","SI"
"62",83,149,"149_ 83",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"Fd - Bluebunch wheatgrass - Needlegrass",12
"63",84,237,"237_ 84",1000,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"64",85,165,"165_ 85",0,"IDFdk3",10,1,NA,NA,NA,NA,NA,NA
"65",86,115,"115_ 86",0,"IDFdk3",1,0.8,8,0.2,NA,NA,"SxwFd - Prickly rose - Sarsaparilla",21.9
"66",87,134,"134_ 87",0,"IDFdk3",1,0.9,4,0.1,NA,NA,"Fd - Bluebunch wheatgrass - Needlegrass",12
"67",89,111,"111_ 89",0,"IDFdk3",8,0.7,1,0.2,7,0.1,"FdPl - Pinegrass - Feathermoss",17.1
"68",91,5,"5_ 91",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"Fd - Bluebunch wheatgrass - Needlegrass",12
"69",92,138,"138_ 92",2000,"IDFdk3",1,0.9,4,0.1,NA,NA,"Fd - Bluebunch wheatgrass - Needlegrass",12
"70",93,5,"5_ 93",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"Fd - Bluebunch wheatgrass - Needlegrass",12
"71",94,126,"126_ 94",2000,"IDFdk3",1,0.7,4,0.3,NA,NA,"Fd - Bluebunch wheatgrass - Needlegrass",12
"72",95,162,"162_ 95",0,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"73",96,220,"220_ 96",1000,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"74",97,226,"226_ 97",8000,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"75",98,114,"114_ 98",0,"IDFdk3",NA,NA,NA,NA,NA,NA,NA,NA
"76",99,109,"109_ 99",0,"IDFdk3",1,0.9,5,0.1,NA,NA,"Fd - Feathermoss - Step moss",15
"77",101,115,"115_ 101",0,"IDFdk3",1,0.8,8,0.2,NA,NA,"SxwFd - Prickly rose - Sarsaparilla",21.9
"78",102,149,"149_ 102",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"Fd - Bluebunch wheatgrass - Needlegrass",12
"79",104,155,"155_ 104",0,"IDFdk3",5,0.7,8,0.2,1,0.1,"SxwFd - Prickly rose - Sarsaparilla",21.9
"80",105,139,"139_ 105",1000,"IDFdk3",1,0.9,4,0.1,NA,NA,"Fd - Bluebunch wheatgrass - Needlegrass",12
"81",106,205,"205_ 106",2000,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"82",107,105,"105_ 107",0,"IDFdk3",8,0.6,7,0.2,1,0.2,"SxwFd - Prickly rose - Sedge",20.2
"83",108,155,"155_ 108",0,"IDFdk3",8,0.8,1,0.2,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"84",109,13,"13_ 109",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"Fd - Bluebunch wheatgrass - Needlegrass",12
"85",110,105,"105_ 110",0,"IDFdk3",8,0.6,7,0.2,1,0.2,"SxwFd - Prickly rose - Sedge",20.2
"86",111,206,"206_ 111",1000,"IDFdk3",1,0.8,8,0.2,NA,NA,"SxwFd - Prickly rose - Sarsaparilla",21.9
"87",112,144,"144_ 112",1000,"IDFdk3",1,0.9,4,0.1,NA,NA,"Fd - Bluebunch wheatgrass - Needlegrass",12
"88",113,180,"180_ 113",3000,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"89",114,90,"90_ 114",0,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"90",115,160,"160_ 115",0,"IDFdk3",1,0.8,8,0.2,NA,NA,"SxwFd - Prickly rose - Sarsaparilla",21.9
